S_No,index,Time,Date,Date2,season,yr,mnth,day,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total,https://archive.ics.uci.edu/ml/datasets/bike+sharing+dataset
12971,12846,24/6/2012 10:00,24/6/2012,541,3,1,6,24,10,0,0,0,1,0.76,0.6818,0.4,0,161,291,452,
12972,12847,24/6/2012 11:00,24/6/2012,541,3,1,6,24,11,0,0,0,1,0.76,0.6818,0.4,0.1343,215,291,506,
12973,12848,24/6/2012 12:00,24/6/2012,541,3,1,6,24,12,0,0,0,1,0.8,0.697,0.33,0.2239,227,329,556,
12974,12849,24/6/2012 13:00,24/6/2012,541,3,1,6,24,13,0,0,0,1,0.8,0.697,0.33,0.2836,237,348,585,
12975,12850,24/6/2012 14:00,24/6/2012,541,3,1,6,24,14,0,0,0,1,0.84,0.7273,0.3,0.2985,253,298,551,
12976,12851,24/6/2012 15:00,24/6/2012,541,3,1,6,24,15,0,0,0,1,0.86,0.7424,0.28,0.2239,197,290,487,
12977,12852,24/6/2012 16:00,24/6/2012,541,3,1,6,24,16,0,0,0,1,0.84,0.7273,0.3,0.2537,181,280,461,
12978,12853,24/6/2012 17:00,24/6/2012,541,3,1,6,24,17,0,0,0,1,0.84,0.7273,0.32,0.2537,203,329,532,
12979,12854,24/6/2012 18:00,24/6/2012,541,3,1,6,24,18,0,0,0,1,0.82,0.7273,0.34,0.2537,186,348,534,
12980,12855,24/6/2012 19:00,24/6/2012,541,3,1,6,24,19,0,0,0,1,0.8,0.7121,0.38,0.2985,176,247,423,
12981,12856,24/6/2012 20:00,24/6/2012,541,3,1,6,24,20,0,0,0,1,0.78,0.697,0.46,0.2537,108,224,332,
12982,12857,24/6/2012 21:00,24/6/2012,541,3,1,6,24,21,0,0,0,1,0.76,0.697,0.55,0.2239,76,177,253,
12983,12858,24/6/2012 22:00,24/6/2012,541,3,1,6,24,22,0,0,0,1,0.74,0.6818,0.55,0.1045,53,125,178,
12984,12859,24/6/2012 23:00,24/6/2012,541,3,1,6,24,23,0,0,0,1,0.74,0.6818,0.58,0.1045,20,67,87,
12985,12860,25/6/2012 0:00,25/6/2012,542,3,1,6,25,0,0,1,1,1,0.72,0.6818,0.62,0.2537,31,37,68,
12986,12861,25/6/2012 1:00,25/6/2012,542,3,1,6,25,1,0,1,1,1,0.7,0.6515,0.65,0.2239,11,20,31,
12987,12862,25/6/2012 2:00,25/6/2012,542,3,1,6,25,2,0,1,1,1,0.7,0.6515,0.7,0.2239,4,10,14,
12988,12863,25/6/2012 3:00,25/6/2012,542,3,1,6,25,3,0,1,1,1,0.68,0.6364,0.69,0.2537,1,4,5,
12989,12864,25/6/2012 4:00,25/6/2012,542,3,1,6,25,4,0,1,1,1,0.66,0.6061,0.78,0.2537,0,4,4,
12990,12865,25/6/2012 5:00,25/6/2012,542,3,1,6,25,5,0,1,1,1,0.66,0.6212,0.74,0.1642,1,42,43,
12991,12866,25/6/2012 6:00,25/6/2012,542,3,1,6,25,6,0,1,1,1,0.64,0.5909,0.78,0.1642,11,147,158,
12992,12867,25/6/2012 7:00,25/6/2012,542,3,1,6,25,7,0,1,1,1,0.66,0.6212,0.74,0.2239,30,455,485,
12993,12868,25/6/2012 8:00,25/6/2012,542,3,1,6,25,8,0,1,1,1,0.66,0.6212,0.69,0.194,53,555,608,
12994,12869,25/6/2012 9:00,25/6/2012,542,3,1,6,25,9,0,1,1,1,0.7,0.6515,0.65,0.194,37,231,268,
12995,12870,25/6/2012 10:00,25/6/2012,542,3,1,6,25,10,0,1,1,1,0.76,0.697,0.55,0.1642,58,126,184,
12996,12871,25/6/2012 11:00,25/6/2012,542,3,1,6,25,11,0,1,1,1,0.8,0.7273,0.43,0.3284,54,127,181,
12997,12872,25/6/2012 12:00,25/6/2012,542,3,1,6,25,12,0,1,1,2,0.76,0.6818,0.45,0.2985,74,196,270,
12998,12873,25/6/2012 13:00,25/6/2012,542,3,1,6,25,13,0,1,1,1,0.72,0.6667,0.51,0.2985,79,181,260,
12999,12874,25/6/2012 14:00,25/6/2012,542,3,1,6,25,14,0,1,1,1,0.78,0.697,0.43,0.2537,90,161,251,
13000,12875,25/6/2012 15:00,25/6/2012,542,3,1,6,25,15,0,1,1,1,0.78,0.6818,0.38,0.4627,65,168,233,
13001,12876,25/6/2012 16:00,25/6/2012,542,3,1,6,25,16,0,1,1,1,0.8,0.697,0.31,0.3881,104,310,414,
13002,12877,25/6/2012 17:00,25/6/2012,542,3,1,6,25,17,0,1,1,1,0.8,0.6818,0.24,0.4627,76,757,833,
13003,12878,25/6/2012 18:00,25/6/2012,542,3,1,6,25,18,0,1,1,1,0.76,0.6667,0.27,0.4478,100,691,791,
13004,12879,25/6/2012 19:00,25/6/2012,542,3,1,6,25,19,0,1,1,1,0.74,0.6515,0.27,0.4627,74,508,582,
13005,12880,25/6/2012 20:00,25/6/2012,542,3,1,6,25,20,0,1,1,1,0.72,0.6515,0.3,0.4478,100,375,475,
13006,12881,25/6/2012 21:00,25/6/2012,542,3,1,6,25,21,0,1,1,1,0.68,0.6212,0.3,0.3284,50,281,331,
13007,12882,25/6/2012 22:00,25/6/2012,542,3,1,6,25,22,0,1,1,1,0.66,0.6212,0.29,0.3881,21,166,187,
13008,12883,25/6/2012 23:00,25/6/2012,542,3,1,6,25,23,0,1,1,1,0.64,0.6212,0.33,0.3284,15,88,103,
13009,12884,26/6/2012 0:00,26/6/2012,543,3,1,6,26,0,0,2,1,1,0.62,0.6212,0.33,0.3284,8,29,37,
13010,12885,26/6/2012 1:00,26/6/2012,543,3,1,6,26,1,0,2,1,1,0.6,0.6212,0.35,0.3881,11,19,30,
13011,12886,26/6/2012 2:00,26/6/2012,543,3,1,6,26,2,0,2,1,1,0.56,0.5303,0.43,0.2836,2,7,9,
13012,12887,26/6/2012 3:00,26/6/2012,543,3,1,6,26,3,0,2,1,1,0.54,0.5152,0.45,0.2836,2,7,9,
13013,12888,26/6/2012 4:00,26/6/2012,543,3,1,6,26,4,0,2,1,1,0.54,0.5152,0.45,0.2985,1,9,10,
13014,12889,26/6/2012 5:00,26/6/2012,543,3,1,6,26,5,0,2,1,1,0.52,0.5,0.48,0.3881,3,36,39,
13015,12890,26/6/2012 6:00,26/6/2012,543,3,1,6,26,6,0,2,1,1,0.52,0.5,0.52,0.2985,12,176,188,
13016,12891,26/6/2012 7:00,26/6/2012,543,3,1,6,26,7,0,2,1,1,0.52,0.5,0.52,0.3582,21,531,552,
13017,12892,26/6/2012 8:00,26/6/2012,543,3,1,6,26,8,0,2,1,1,0.56,0.5303,0.49,0.3284,34,622,656,
13018,12893,26/6/2012 9:00,26/6/2012,543,3,1,6,26,9,0,2,1,1,0.58,0.5455,0.46,0.4179,30,298,328,
13019,12894,26/6/2012 10:00,26/6/2012,543,3,1,6,26,10,0,2,1,1,0.62,0.6212,0.41,0.3582,37,153,190,
13020,12895,26/6/2012 11:00,26/6/2012,543,3,1,6,26,11,0,2,1,1,0.64,0.6212,0.36,0.4179,46,189,235,
13021,12896,26/6/2012 12:00,26/6/2012,543,3,1,6,26,12,0,2,1,1,0.66,0.6212,0.34,0.4478,80,228,308,
13022,12897,26/6/2012 13:00,26/6/2012,543,3,1,6,26,13,0,2,1,1,0.7,0.6364,0.3,0.4627,74,232,306,
13023,12898,26/6/2012 14:00,26/6/2012,543,3,1,6,26,14,0,2,1,1,0.7,0.6364,0.3,0.4627,81,186,267,
13024,12899,26/6/2012 15:00,26/6/2012,543,3,1,6,26,15,0,2,1,1,0.72,0.6515,0.28,0.4627,88,229,317,
13025,12900,26/6/2012 16:00,26/6/2012,543,3,1,6,26,16,0,2,1,1,0.72,0.6364,0.26,0.4925,67,349,416,
13026,12901,26/6/2012 17:00,26/6/2012,543,3,1,6,26,17,0,2,1,1,0.72,0.6515,0.28,0.4179,104,796,900,
13027,12902,26/6/2012 18:00,26/6/2012,543,3,1,6,26,18,0,2,1,1,0.72,0.6515,0.28,0.3582,105,719,824,
13028,12903,26/6/2012 19:00,26/6/2012,543,3,1,6,26,19,0,2,1,1,0.72,0.6515,0.28,0.2239,83,529,612,
13029,12904,26/6/2012 20:00,26/6/2012,543,3,1,6,26,20,0,2,1,1,0.7,0.6364,0.3,0.2836,88,417,505,
13030,12905,26/6/2012 21:00,26/6/2012,543,3,1,6,26,21,0,2,1,1,0.68,0.6364,0.34,0.194,61,267,328,
13031,12906,26/6/2012 22:00,26/6/2012,543,3,1,6,26,22,0,2,1,1,0.66,0.6212,0.34,0.2537,26,219,245,
13032,12907,26/6/2012 23:00,26/6/2012,543,3,1,6,26,23,0,2,1,1,0.62,0.6212,0.41,0.1343,13,118,131,
13033,12908,27/6/2012 0:00,27/6/2012,544,3,1,6,27,0,0,3,1,1,0.62,0.6212,0.41,0.194,15,39,54,
13034,12909,27/6/2012 1:00,27/6/2012,544,3,1,6,27,1,0,3,1,1,0.6,0.6212,0.43,0.1642,5,18,23,
13035,12910,27/6/2012 2:00,27/6/2012,544,3,1,6,27,2,0,3,1,1,0.56,0.5303,0.49,0.1343,2,12,14,
13036,12911,27/6/2012 3:00,27/6/2012,544,3,1,6,27,3,0,3,1,1,0.58,0.5455,0.46,0.0896,1,7,8,
13037,12912,27/6/2012 4:00,27/6/2012,544,3,1,6,27,4,0,3,1,1,0.6,0.6212,0.4,0.2537,0,11,11,
13038,12913,27/6/2012 5:00,27/6/2012,544,3,1,6,27,5,0,3,1,1,0.6,0.6212,0.43,0.2836,2,34,36,
13039,12914,27/6/2012 6:00,27/6/2012,544,3,1,6,27,6,0,3,1,1,0.58,0.5455,0.46,0.2836,7,193,200,
13040,12915,27/6/2012 7:00,27/6/2012,544,3,1,6,27,7,0,3,1,1,0.6,0.6212,0.43,0.3582,29,498,527,
13041,12916,27/6/2012 8:00,27/6/2012,544,3,1,6,27,8,0,3,1,1,0.62,0.6212,0.43,0.3284,49,638,687,
13042,12917,27/6/2012 9:00,27/6/2012,544,3,1,6,27,9,0,3,1,1,0.66,0.6212,0.41,0.3582,29,253,282,
13043,12918,27/6/2012 10:00,27/6/2012,544,3,1,6,27,10,0,3,1,1,0.7,0.6364,0.37,0.2537,34,138,172,
13044,12919,27/6/2012 11:00,27/6/2012,544,3,1,6,27,11,0,3,1,1,0.74,0.6515,0.3,0.3284,64,145,209,
13045,12920,27/6/2012 12:00,27/6/2012,544,3,1,6,27,12,0,3,1,1,0.76,0.6667,0.29,0.2985,77,245,322,
13046,12921,27/6/2012 13:00,27/6/2012,544,3,1,6,27,13,0,3,1,1,0.8,0.697,0.27,0.3284,77,244,321,
13047,12922,27/6/2012 14:00,27/6/2012,544,3,1,6,27,14,0,3,1,1,0.8,0.6818,0.24,0.3582,78,192,270,
13048,12923,27/6/2012 15:00,27/6/2012,544,3,1,6,27,15,0,3,1,1,0.8,0.697,0.26,0.4627,61,188,249,
13049,12924,27/6/2012 16:00,27/6/2012,544,3,1,6,27,16,0,3,1,1,0.82,0.697,0.24,0.4478,55,337,392,
13050,12925,27/6/2012 17:00,27/6/2012,544,3,1,6,27,17,0,3,1,1,0.82,0.697,0.24,0.3881,113,730,843,
13051,12926,27/6/2012 18:00,27/6/2012,544,3,1,6,27,18,0,3,1,1,0.8,0.697,0.27,0.3284,85,719,804,
13052,12927,27/6/2012 19:00,27/6/2012,544,3,1,6,27,19,0,3,1,1,0.78,0.6818,0.29,0.3284,101,542,643,
13053,12928,27/6/2012 20:00,27/6/2012,544,3,1,6,27,20,0,3,1,1,0.76,0.6667,0.31,0.194,76,369,445,
13054,12929,27/6/2012 21:00,27/6/2012,544,3,1,6,27,21,0,3,1,1,0.74,0.6515,0.35,0.1343,54,313,367,
13055,12930,27/6/2012 22:00,27/6/2012,544,3,1,6,27,22,0,3,1,1,0.72,0.6515,0.39,0.0896,52,245,297,
13056,12931,27/6/2012 23:00,27/6/2012,544,3,1,6,27,23,0,3,1,1,0.68,0.6364,0.47,0.1343,11,148,159,
13057,12932,28/6/2012 0:00,28/6/2012,545,3,1,6,28,0,0,4,1,1,0.66,0.6212,0.5,0.1045,2,52,54,
13058,12933,28/6/2012 1:00,28/6/2012,545,3,1,6,28,1,0,4,1,1,0.66,0.6212,0.54,0,11,14,25,
13059,12934,28/6/2012 2:00,28/6/2012,545,3,1,6,28,2,0,4,1,1,0.66,0.6212,0.5,0.0896,1,12,13,
13060,12935,28/6/2012 3:00,28/6/2012,545,3,1,6,28,3,0,4,1,1,0.66,0.6212,0.5,0.0896,1,6,7,
13061,12936,28/6/2012 4:00,28/6/2012,545,3,1,6,28,4,0,4,1,1,0.62,0.6061,0.61,0.1045,0,11,11,
13062,12937,28/6/2012 5:00,28/6/2012,545,3,1,6,28,5,0,4,1,1,0.62,0.6212,0.57,0.0896,8,39,47,
13063,12938,28/6/2012 6:00,28/6/2012,545,3,1,6,28,6,0,4,1,1,0.62,0.6212,0.57,0.0896,8,185,193,
13064,12939,28/6/2012 7:00,28/6/2012,545,3,1,6,28,7,0,4,1,1,0.62,0.6061,0.61,0.1045,24,484,508,
13065,12940,28/6/2012 8:00,28/6/2012,545,3,1,6,28,8,0,4,1,1,0.66,0.6212,0.5,0.1343,40,577,617,
13066,12941,28/6/2012 9:00,28/6/2012,545,3,1,6,28,9,0,4,1,1,0.7,0.6515,0.54,0.1642,33,318,351,
13067,12942,28/6/2012 10:00,28/6/2012,545,3,1,6,28,10,0,4,1,1,0.74,0.6667,0.48,0.194,40,144,184,
13068,12943,28/6/2012 11:00,28/6/2012,545,3,1,6,28,11,0,4,1,1,0.8,0.697,0.31,0.194,41,170,211,
13069,12944,28/6/2012 12:00,28/6/2012,545,3,1,6,28,12,0,4,1,1,0.84,0.7121,0.26,0.2836,49,227,276,
13070,12945,28/6/2012 13:00,28/6/2012,545,3,1,6,28,13,0,4,1,1,0.86,0.7424,0.26,0.2239,31,205,236,
13071,12946,28/6/2012 14:00,28/6/2012,545,3,1,6,28,14,0,4,1,1,0.86,0.7273,0.25,0.3284,66,188,254,
13072,12947,28/6/2012 15:00,28/6/2012,545,3,1,6,28,15,0,4,1,1,0.86,0.7273,0.25,0.3284,24,195,219,
13073,12948,28/6/2012 16:00,28/6/2012,545,3,1,6,28,16,0,4,1,1,0.88,0.7424,0.23,0.194,56,331,387,
13074,12949,28/6/2012 17:00,28/6/2012,545,3,1,6,28,17,0,4,1,1,0.88,0.7424,0.22,0.194,71,634,705,
13075,12950,28/6/2012 18:00,28/6/2012,545,3,1,6,28,18,0,4,1,1,0.86,0.7273,0.25,0.2239,100,597,697,
13076,12951,28/6/2012 19:00,28/6/2012,545,3,1,6,28,19,0,4,1,1,0.84,0.7273,0.3,0.2985,79,492,571,
13077,12952,28/6/2012 20:00,28/6/2012,545,3,1,6,28,20,0,4,1,1,0.82,0.7273,0.34,0.194,71,399,470,
13078,12953,28/6/2012 21:00,28/6/2012,545,3,1,6,28,21,0,4,1,1,0.76,0.697,0.55,0.194,89,309,398,
13079,12954,28/6/2012 22:00,28/6/2012,545,3,1,6,28,22,0,4,1,1,0.76,0.697,0.52,0.1642,50,224,274,
13080,12955,28/6/2012 23:00,28/6/2012,545,3,1,6,28,23,0,4,1,1,0.74,0.6667,0.48,0.1343,26,145,171,
13081,12956,29/6/2012 0:00,29/6/2012,546,3,1,6,29,0,0,5,1,1,0.74,0.6667,0.48,0.1343,24,90,114,
13082,12957,29/6/2012 1:00,29/6/2012,546,3,1,6,29,1,0,5,1,1,0.74,0.6667,0.51,0.1642,9,33,42,
13083,12958,29/6/2012 2:00,29/6/2012,546,3,1,6,29,2,0,5,1,1,0.72,0.6667,0.58,0.194,3,15,18,
13084,12959,29/6/2012 3:00,29/6/2012,546,3,1,6,29,3,0,5,1,1,0.72,0.6667,0.58,0.194,3,5,8,
13085,12960,29/6/2012 4:00,29/6/2012,546,3,1,6,29,4,0,5,1,1,0.7,0.6515,0.65,0.1642,1,9,10,
13086,12961,29/6/2012 5:00,29/6/2012,546,3,1,6,29,5,0,5,1,1,0.7,0.6515,0.61,0.1045,6,39,45,
13087,12962,29/6/2012 6:00,29/6/2012,546,3,1,6,29,6,0,5,1,2,0.7,0.6515,0.61,0.1642,15,148,163,
13088,12963,29/6/2012 7:00,29/6/2012,546,3,1,6,29,7,0,5,1,1,0.7,0.6515,0.61,0.1045,19,361,380,
13089,12964,29/6/2012 8:00,29/6/2012,546,3,1,6,29,8,0,5,1,2,0.74,0.6818,0.55,0.1045,48,576,624,
13090,12965,29/6/2012 9:00,29/6/2012,546,3,1,6,29,9,0,5,1,1,0.76,0.697,0.55,0.1642,39,261,300,
13091,12966,29/6/2012 10:00,29/6/2012,546,3,1,6,29,10,0,5,1,1,0.9,0.8333,0.39,0.2985,32,139,171,
13092,12967,29/6/2012 11:00,29/6/2012,546,3,1,6,29,11,0,5,1,2,0.9,0.8485,0.42,0.2836,51,137,188,
13093,12968,29/6/2012 12:00,29/6/2012,546,3,1,6,29,12,0,5,1,2,0.92,0.8788,0.4,0.2537,53,173,226,
13094,12969,29/6/2012 13:00,29/6/2012,546,3,1,6,29,13,0,5,1,1,0.94,0.8788,0.38,0.194,45,194,239,
13095,12970,29/6/2012 14:00,29/6/2012,546,3,1,6,29,14,0,5,1,1,0.96,0.9091,0.36,0.2239,49,184,233,
13096,12971,29/6/2012 15:00,29/6/2012,546,3,1,6,29,15,0,5,1,1,0.96,0.9091,0.36,0,47,183,230,
13097,12972,29/6/2012 16:00,29/6/2012,546,3,1,6,29,16,0,5,1,1,0.96,0.9091,0.36,0,59,292,351,
13098,12973,29/6/2012 17:00,29/6/2012,546,3,1,6,29,17,0,5,1,1,0.98,0.9242,0.34,0.194,82,457,539,
13099,12974,29/6/2012 18:00,29/6/2012,546,3,1,6,29,18,0,5,1,1,0.96,0.8636,0.31,0,50,414,464,
13100,12975,29/6/2012 19:00,29/6/2012,546,3,1,6,29,19,0,5,1,1,0.9,0.8788,0.47,0.194,60,303,363,
13101,12976,29/6/2012 20:00,29/6/2012,546,3,1,6,29,20,0,5,1,1,0.92,0.8939,0.42,0.2537,53,255,308,
13102,12977,29/6/2012 21:00,29/6/2012,546,3,1,6,29,21,0,5,1,2,0.86,0.8333,0.53,0.194,41,195,236,
13103,12978,29/6/2012 22:00,29/6/2012,546,3,1,6,29,22,0,5,1,3,0.82,0.8333,0.63,0.194,34,129,163,
13104,12979,29/6/2012 23:00,29/6/2012,546,3,1,6,29,23,0,5,1,3,0.82,0.8333,0.63,0.194,6,42,48,
13105,12980,30/6/2012 0:00,30/6/2012,547,3,1,6,30,0,0,6,0,3,0.64,0.5758,0.89,0.1642,4,65,69,
13106,12981,30/6/2012 1:00,30/6/2012,547,3,1,6,30,1,0,6,0,3,0.64,0.5758,0.89,0.2239,3,55,58,
13107,12982,30/6/2012 2:00,30/6/2012,547,3,1,6,30,2,0,6,0,2,0.64,0.5758,0.89,0,7,54,61,
13108,12983,30/6/2012 3:00,30/6/2012,547,3,1,6,30,3,0,6,0,2,0.64,0.5758,0.89,0,3,20,23,
13109,12984,30/6/2012 4:00,30/6/2012,547,3,1,6,30,4,0,6,0,2,0.62,0.5455,0.94,0,3,15,18,
13110,12985,30/6/2012 5:00,30/6/2012,547,3,1,6,30,5,0,6,0,1,0.64,0.5758,0.89,0.1642,3,7,10,
13111,12986,30/6/2012 6:00,30/6/2012,547,3,1,6,30,6,0,6,0,1,0.64,0.5758,0.89,0.1642,6,36,42,
13112,12987,30/6/2012 7:00,30/6/2012,547,3,1,6,30,7,0,6,0,1,0.64,0.5758,0.89,0.1642,10,82,92,
13113,12988,30/6/2012 8:00,30/6/2012,547,3,1,6,30,8,0,6,0,1,0.64,0.5758,0.89,0.1642,26,168,194,
13114,12989,30/6/2012 9:00,30/6/2012,547,3,1,6,30,9,0,6,0,1,0.64,0.5758,0.89,0.1642,41,234,275,
13115,12990,30/6/2012 10:00,30/6/2012,547,3,1,6,30,10,0,6,0,1,0.88,0.7727,0.3,0.2537,96,308,404,
13116,12991,30/6/2012 11:00,30/6/2012,547,3,1,6,30,11,0,6,0,1,0.88,0.7727,0.3,0.2537,102,350,452,
13117,12992,30/6/2012 12:00,30/6/2012,547,3,1,6,30,12,0,6,0,1,0.88,0.7727,0.3,0.2537,143,328,471,
13118,12993,30/6/2012 13:00,30/6/2012,547,3,1,6,30,13,0,6,0,1,0.88,0.7727,0.3,0.2537,105,323,428,
13119,12994,30/6/2012 14:00,30/6/2012,547,3,1,6,30,14,0,6,0,1,0.88,0.7727,0.3,0.2537,114,295,409,
13120,12995,30/6/2012 15:00,30/6/2012,547,3,1,6,30,15,0,6,0,1,0.88,0.7727,0.3,0.2537,117,287,404,
13121,12996,30/6/2012 16:00,30/6/2012,547,3,1,6,30,16,0,6,0,1,0.9,0.7879,0.29,0.1642,109,264,373,
13122,12997,30/6/2012 17:00,30/6/2012,547,3,1,6,30,17,0,6,0,1,0.88,0.7727,0.32,0.1343,131,231,362,
13123,12998,30/6/2012 18:00,30/6/2012,547,3,1,6,30,18,0,6,0,1,0.88,0.7879,0.35,0,91,248,339,
13124,12999,30/6/2012 19:00,30/6/2012,547,3,1,6,30,19,0,6,0,1,0.84,0.7576,0.44,0.2537,134,240,374,
13125,13000,30/6/2012 20:00,30/6/2012,547,3,1,6,30,20,0,6,0,1,0.82,0.7727,0.52,0.1642,88,204,292,
13126,13001,30/6/2012 21:00,30/6/2012,547,3,1,6,30,21,0,6,0,1,0.82,0.7727,0.52,0.1642,48,165,213,
13127,13002,30/6/2012 22:00,30/6/2012,547,3,1,6,30,22,0,6,0,1,0.78,0.7424,0.62,0.1642,38,134,172,
13128,13003,30/6/2012 23:00,30/6/2012,547,3,1,6,30,23,0,6,0,1,0.78,0.7424,0.62,0.0896,33,119,152,
13129,13004,1/7/2012 0:00,1/7/2012,548,3,1,7,1,0,0,0,0,1,0.76,0.7273,0.66,0,27,122,149,
13130,13005,1/7/2012 1:00,1/7/2012,548,3,1,7,1,1,0,0,0,1,0.74,0.697,0.7,0.1343,12,81,93,
13131,13006,1/7/2012 2:00,1/7/2012,548,3,1,7,1,2,0,0,0,1,0.72,0.697,0.74,0.0896,21,69,90,
13132,13007,1/7/2012 3:00,1/7/2012,548,3,1,7,1,3,0,0,0,1,0.72,0.7121,0.84,0.1343,6,27,33,
13133,13008,1/7/2012 4:00,1/7/2012,548,3,1,7,1,4,0,0,0,1,0.7,0.6667,0.79,0.194,0,4,4,
13134,13009,1/7/2012 5:00,1/7/2012,548,3,1,7,1,5,0,0,0,1,0.68,0.6364,0.79,0.1045,3,7,10,
13135,13010,1/7/2012 6:00,1/7/2012,548,3,1,7,1,6,0,0,0,1,0.7,0.6667,0.79,0.0896,8,19,27,
13136,13011,1/7/2012 7:00,1/7/2012,548,3,1,7,1,7,0,0,0,1,0.74,0.697,0.7,0,13,37,50,
13137,13012,1/7/2012 8:00,1/7/2012,548,3,1,7,1,8,0,0,0,1,0.78,0.7424,0.62,0.1045,36,106,142,
13138,13013,1/7/2012 9:00,1/7/2012,548,3,1,7,1,9,0,0,0,1,0.82,0.7879,0.56,0,51,168,219,
13139,13014,1/7/2012 10:00,1/7/2012,548,3,1,7,1,10,0,0,0,1,0.86,0.7879,0.44,0.2985,98,268,366,
13140,13015,1/7/2012 11:00,1/7/2012,548,3,1,7,1,11,0,0,0,1,0.88,0.803,0.39,0.2239,121,256,377,
13141,13016,1/7/2012 12:00,1/7/2012,548,3,1,7,1,12,0,0,0,1,0.9,0.8182,0.37,0.2239,114,319,433,
13142,13017,1/7/2012 13:00,1/7/2012,548,3,1,7,1,13,0,0,0,1,0.92,0.8333,0.33,0.2537,111,309,420,
13143,13018,1/7/2012 14:00,1/7/2012,548,3,1,7,1,14,0,0,0,1,0.92,0.8333,0.33,0.2537,98,346,444,
13144,13019,1/7/2012 15:00,1/7/2012,548,3,1,7,1,15,0,0,0,1,0.9,0.8182,0.37,0.2836,101,244,345,
13145,13020,1/7/2012 16:00,1/7/2012,548,3,1,7,1,16,0,0,0,1,0.92,0.8333,0.33,0.2985,85,228,313,
13146,13021,1/7/2012 17:00,1/7/2012,548,3,1,7,1,17,0,0,0,1,0.92,0.803,0.26,0.2985,90,323,413,
13147,13022,1/7/2012 18:00,1/7/2012,548,3,1,7,1,18,0,0,0,1,0.88,0.7727,0.32,0.3582,95,275,370,
13148,13023,1/7/2012 19:00,1/7/2012,548,3,1,7,1,19,0,0,0,1,0.84,0.7424,0.39,0.1343,103,279,382,
13149,13024,1/7/2012 20:00,1/7/2012,548,3,1,7,1,20,0,0,0,1,0.84,0.7424,0.39,0.1343,88,244,332,
13150,13025,1/7/2012 21:00,1/7/2012,548,3,1,7,1,21,0,0,0,1,0.84,0.7424,0.39,0.1343,77,181,258,
13151,13026,1/7/2012 22:00,1/7/2012,548,3,1,7,1,22,0,0,0,1,0.82,0.7424,0.43,0.1343,41,110,151,
13152,13027,1/7/2012 23:00,1/7/2012,548,3,1,7,1,23,0,0,0,3,0.78,0.7121,0.52,0.1642,22,88,110,
13153,13028,2/7/2012 0:00,2/7/2012,549,3,1,7,2,0,0,1,1,2,0.76,0.7121,0.58,0.2239,12,31,43,
13154,13029,2/7/2012 1:00,2/7/2012,549,3,1,7,2,1,0,1,1,2,0.76,0.7121,0.58,0.194,3,14,17,
13155,13030,2/7/2012 2:00,2/7/2012,549,3,1,7,2,2,0,1,1,2,0.74,0.6667,0.51,0.2537,1,14,15,
13156,13031,2/7/2012 3:00,2/7/2012,549,3,1,7,2,3,0,1,1,2,0.72,0.6667,0.54,0.4179,0,5,5,
13157,13032,2/7/2012 4:00,2/7/2012,549,3,1,7,2,4,0,1,1,2,0.72,0.6667,0.54,0.2985,2,10,12,
13158,13033,2/7/2012 5:00,2/7/2012,549,3,1,7,2,5,0,1,1,2,0.72,0.6667,0.51,0,3,37,40,
13159,13034,2/7/2012 6:00,2/7/2012,549,3,1,7,2,6,0,1,1,1,0.7,0.6515,0.58,0.1045,4,132,136,
13160,13035,2/7/2012 7:00,2/7/2012,549,3,1,7,2,7,0,1,1,1,0.74,0.6667,0.51,0.1045,8,390,398,
13161,13036,2/7/2012 8:00,2/7/2012,549,3,1,7,2,8,0,1,1,1,0.76,0.697,0.52,0.194,20,548,568,
13162,13037,2/7/2012 9:00,2/7/2012,549,3,1,7,2,9,0,1,1,1,0.78,0.697,0.46,0.2537,56,239,295,
13163,13038,2/7/2012 10:00,2/7/2012,549,3,1,7,2,10,0,1,1,1,0.8,0.7273,0.43,0.2537,70,104,174,
13164,13039,2/7/2012 11:00,2/7/2012,549,3,1,7,2,11,0,1,1,1,0.84,0.7273,0.28,0.2985,67,134,201,
13165,13040,2/7/2012 12:00,2/7/2012,549,3,1,7,2,12,0,1,1,1,0.84,0.7273,0.32,0.194,74,183,257,
13166,13041,2/7/2012 13:00,2/7/2012,549,3,1,7,2,13,0,1,1,1,0.86,0.7576,0.34,0.2239,74,162,236,
13167,13042,2/7/2012 14:00,2/7/2012,549,3,1,7,2,14,0,1,1,1,0.86,0.7576,0.34,0.2239,79,151,230,
13168,13043,2/7/2012 15:00,2/7/2012,549,3,1,7,2,15,0,1,1,1,0.84,0.7424,0.36,0.194,59,175,234,
13169,13044,2/7/2012 16:00,2/7/2012,549,3,1,7,2,16,0,1,1,1,0.84,0.7424,0.36,0.2836,61,304,365,
13170,13045,2/7/2012 17:00,2/7/2012,549,3,1,7,2,17,0,1,1,1,0.84,0.7273,0.32,0.1343,82,665,747,
13171,13046,2/7/2012 18:00,2/7/2012,549,3,1,7,2,18,0,1,1,1,0.84,0.7273,0.32,0.1642,72,658,730,
13172,13047,2/7/2012 19:00,2/7/2012,549,3,1,7,2,19,0,1,1,1,0.78,0.697,0.43,0.1343,71,510,581,
